engine_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,fuel_consumption_comb_mpg,co2_emissions,make_type,vehicle_class_type
3.6,6,A6,X,16.0,10.9,13.7,21,322.0,General,SUV
5.3,8,A6,E,21.6,14.500000000000002,18.4,15,317.0,Premium,SUV
3.6,6,AS9,X,12.4,8.7,10.7,26,251.0,Premium,Sedan
2.0,4,AS6,X,9.7,6.7,8.3,34,191.0,General,Sedan
6.25,9,AS8,Z,17.8,10.8,14.6,19,344.0,Premium,Sedan
3.3,6,AS8,Z,12.7,9.6,11.3,25,265.0,General,Sedan
4.0,6,AS5,X,14.3,12.0,13.3,21,310.0,General,SUV
2.0,4,AS6,Z,12.1,8.9,10.7,26,250.0,Premium,Sedan
3.3,6,AS6,X,14.2,10.5,12.5,23,288.0,General,SUV
4.4,8,AS8,Z,14.7,9.6,12.4,23,292.0,Premium,Sedan
2.0,4,AS8,Z,10.7,8.5,9.8,29,228.0,Premium,SUV
3.6,6,AS8,X,14.1,10.4,12.4,23,292.0,General,SUV
2.0,4,AS8,D,7.8,5.8,6.9,41,186.0,Sports,Sedan
2.0,4,AS7,E,13.6,10.0,12.0,24,128.0,Premium,SUV
2.7,6,AS6,X,13.1,10.2,11.8,24,276.0,General,Truck
6.2,8,A8,Z,16.3,11.6,14.2,20,332.0,Premium,Truck
2.0,4,AS6,Z,12.4,8.7,10.7,26,252.0,Premium,Sedan
3.0,6,AS8,Z,11.9,8.1,10.2,28,238.0,Premium,Sedan
2.0,4,AS9,Z,11.3,7.9,9.8,29,225.0,Premium,SUV
5.3,8,A6,E,19.8,13.9,17.2,16,285.0,Premium,SUV
2.0,4,AS8,Z,10.6,7.4,9.0,31,214.0,Premium,Hatchback
2.5,4,M6,X,12.2,9.2,10.9,26,254.0,Premium,Truck
2.0,4,M6,X,9.8,7.0,8.5,33,196.0,General,Sedan
2.0,4,AV7,X,8.8,7.2,8.1,35,188.0,General,SUV
6.2,8,M7,Z,14.2,9.0,11.9,24,278.0,General,Sedan
4.0,6,A5,X,14.3,11.2,12.9,22,297.0,General,SUV
3.6,6,AS6,E,17.0,11.5,14.5,19,239.0,General,Sedan
5.3,8,A6,E,21.6,14.500000000000002,18.4,15,317.0,General,SUV
5.3,8,A4,E,21.6,14.500000000000002,18.4,13,344.0,General,Truck
3.3,6,AS8,Z,14.1,9.5,12.0,24,284.0,Luxury,Hatchback
3.0,6,AS7,Z,12.3,8.5,10.6,27,249.0,Premium,Sedan
3.5,6,AS8,X,10.9,7.5,9.4,30,219.0,Premium,Sedan
3.5,6,AS10,X,15.6,13.2,14.5,19,339.0,General,Truck
3.6,6,AS8,X,12.2,8.5,10.5,27,247.0,Premium,Hatchback
4.8,8,A6,X,21.0,14.2,18.0,16,410.5,General,Truck
2.0,4,AV6,X,9.3,7.3,8.4,34,193.0,General,SUV
3.0,6,AS8,Z,11.9,8.5,10.4,27,242.0,Sports,Sedan
6.0,8,A6,X,21.6,14.500000000000002,18.4,15,410.5,General,Truck
5.7,8,AS6,X,18.0,14.2,16.3,17,381.0,General,Truck
5.0,8,AS10,E,20.0,14.500000000000002,18.0,16,300.0,General,Truck
1.8,4,AV,X,5.5,6.0,5.8,47,135.0,General,Sedan
3.6,6,M6,X,13.8,10.1,12.2,23,285.0,Premium,SUV
3.0,6,AS8,Z,14.1,9.9,12.2,23,285.0,Premium,SUV
3.6,6,AS8,X,12.8,8.2,10.7,26,246.0,Premium,Sedan
3.6,6,A8,E,17.6,12.0,15.0,19,248.0,Premium,Sedan
1.8,4,AS6,X,9.2,6.4,8.0,35,186.0,General,Hatchback
3.0,6,AS8,Z,11.5,8.2,10.0,28,238.0,Premium,Sedan
2.0,4,M6,Z,11.4,7.7,9.7,29,227.0,Premium,Sedan
1.5,4,AV,X,4.5,5.1,4.7,47,111.0,General,Hatchback
3.8,6,M7,Z,12.6,8.8,10.9,26,251.0,Sports,Hatchback
5.7,8,A5,X,16.1,10.0,13.4,21,313.0,Premium,Sedan
2.0,4,AM7,Z,10.7,8.4,9.7,29,226.0,Premium,SUV
1.6,4,A6,Z,9.3,7.0,8.3,34,191.0,Premium,Sedan
3.6,6,AS8,X,12.1,8.6,10.5,27,247.0,Premium,Hatchback
3.4,6,AM7,Z,11.3,7.9,9.8,29,230.0,Sports,Sedan
2.0,4,AV,X,5.5,5.6,5.6,47,131.0,General,Sedan
3.0,6,AM7,Z,13.0,8.5,11.0,26,257.0,Premium,Hatchback
2.0,4,A9,Z,10.9,8.3,9.7,29,228.0,General,SUV
1.6,4,A6,Z,9.3,7.0,8.3,34,191.0,Premium,Sedan
3.0,6,AS8,Z,13.0,9.0,11.2,25,263.0,Premium,Sedan
4.0,8,AS8,Z,17.6,10.7,14.5,19,339.0,Premium,Sedan
2.5,4,AV,X,5.4,6.3,5.8,47,136.0,General,SUV
3.6,6,AS8,X,11.6,7.9,9.9,29,233.0,Premium,Sedan
3.0,6,AS8,Z,11.4,8.3,10.0,28,233.0,Premium,Hatchback
2.0,4,AS6,X,9.4,7.0,8.3,34,198.0,General,Sedan
3.0,6,AS8,Z,11.8,7.9,10.0,28,235.0,Premium,Hatchback
2.0,4,A9,Z,10.5,7.4,9.1,31,214.0,General,Sedan
2.0,4,AV,X,8.2,6.2,7.3,39,171.0,General,Sedan
5.3,8,A6,E,21.5,14.500000000000002,18.4,15,294.0,General,SUV
2.0,4,AS6,Z,11.6,8.3,10.1,28,236.0,Premium,Hatchback
2.0,4,AS7,Z,11.5,10.2,10.9,26,248.0,Premium,Truck
2.0,4,AM6,D,7.6,5.5,6.5,43,177.0,Premium,Hatchback
2.0,4,AV,X,10.8,8.9,10.0,28,234.0,Premium,SUV
6.0,8,A6,X,21.6,14.500000000000002,18.4,15,410.5,General,Truck
2.0,4,AM7,Z,10.4,8.2,9.4,30,220.0,Premium,Hatchback
3.0,6,AS8,Z,16.3,12.4,14.5,19,334.0,Premium,SUV
2.0,4,AS6,X,9.8,7.3,8.7,32,206.0,General,Sedan
2.2,4,AS6,D,8.9,7.9,8.4,34,227.0,General,SUV
2.4,4,M6,X,10.8,7.6,9.4,30,221.0,Premium,SUV
2.0,4,AS8,Z,11.2,8.2,9.8,29,229.0,Premium,Sedan
3.0,6,AM7,Z,13.7,10.1,12.1,23,278.0,Premium,Sedan
5.7,8,A6,X,17.0,12.0,14.8,19,346.0,General,Truck
2.4,4,M6,Z,11.2,7.7,9.6,29,221.0,Luxury,Hatchback
2.0,4,AS8,Z,10.4,7.1,8.9,32,205.0,Premium,Hatchback
2.0,4,AS8,Z,10.9,7.7,9.5,30,221.0,Premium,Sedan
2.0,4,AS9,Z,11.2,8.9,10.1,28,235.0,Premium,SUV
3.6,6,A8,X,14.0,9.9,12.2,23,286.0,Premium,Truck
1.6,4,A4,X,8.8,6.6,7.8,36,184.0,General,Hatchback
3.6,6,A9,X,12.8,8.1,10.7,26,250.0,Premium,Sedan
4.7,8,AS6,Z,18.2,11.6,15.2,19,358.0,Sports,Hatchback
2.0,4,AS8,Z,10.2,7.2,8.9,32,208.0,Premium,Sedan
2.0,4,AS6,X,9.4,7.2,8.4,34,198.0,General,Sedan
6.2,8,A10,Z,16.4,10.7,13.8,20,325.0,General,SUV
3.6,6,A5,X,13.2,8.7,11.2,25,258.0,Premium,Sedan
3.0,6,AM8,Z,11.5,8.0,9.9,29,232.0,Premium,Hatchback
3.5,6,AV,X,11.6,8.5,10.2,28,240.0,General,SUV
2.5,4,AS6,X,9.8,7.4,8.7,32,204.0,General,Sedan
2.5,4,AS6,X,9.2,7.0,8.2,34,192.0,General,Hatchback
6.25,8,A8,Z,15.8,9.6,13.0,22,305.0,Premium,Sedan
2.7,6,AS10,X,13.1,10.2,11.8,24,277.0,General,Truck
2.0,4,AS8,X,12.3,9.8,11.2,25,262.0,General,SUV
6.2,8,M6,Z,16.7,12.5,14.8,19,340.0,Premium,Sedan
2.0,4,AS8,X,10.7,7.8,9.4,30,219.0,Premium,Hatchback
5.0,8,AS8,Z,15.8,10.2,13.3,21,306.0,Sports,Sedan
3.6,6,A8,X,12.4,7.8,10.3,27,242.0,Premium,Sedan
1.5,4,M6,X,8.1,6.4,7.3,39,171.0,General,Sedan
2.0,4,AS8,Z,10.7,7.3,9.1,31,214.0,Premium,Hatchback
3.5,6,A5,X,13.8,9.7,12.0,24,276.0,General,SUV
5.0,8,AS8,Z,15.6,10.4,13.3,21,311.0,Sports,Sedan
4.4,8,AS8,Z,16.0,11.0,13.8,20,322.0,Premium,Sedan
1.6,4,AV8,Z,9.4,8.1,8.8,32,208.0,General,Sedan
4.8,8,A8,Z,16.7,11.2,14.2,20,334.0,Sports,SUV
1.6,4,M6,X,9.2,7.4,8.4,34,196.0,General,Hatchback
1.6,4,M6,Z,8.5,6.9,7.8,36,183.0,General,Sedan
2.0,4,AS8,X,9.8,8.8,9.3,30,219.0,General,Truck
1.6,4,AS6,X,11.1,8.0,9.7,29,223.0,General,Sedan
2.4,4,A9,X,11.0,7.8,9.6,29,225.0,Premium,SUV
2.5,4,A5,X,13.6,10.7,12.3,23,290.0,General,Truck
5.7,8,A8,X,14.8,9.3,12.3,23,283.0,Premium,Sedan
4.4,8,AM7,Z,17.3,11.5,14.7,19,338.0,Premium,Hatchback
5.2,9,AM7,Z,17.9,13.0,15.7,18,370.0,Sports,Sedan
3.5,6,AS6,X,16.2,12.8,14.7,19,346.0,General,Truck
3.0,6,AS8,Z,12.6,8.0,10.5,27,247.0,Premium,Sedan
5.3,8,A6,E,20.2,13.6,17.2,16,275.0,General,SUV
6.0,9,AM8,Z,19.2,12.2,16.0,18,373.0,Luxury,Hatchback
2.0,4,AV,X,8.7,6.6,7.8,36,179.0,General,Hatchback
2.0,4,AS6,X,12.3,9.4,11.0,26,259.0,General,SUV
2.0,4,A6,X,9.8,7.2,8.6,33,198.0,General,Sedan
5.3,8,A6,X,16.0,11.2,13.8,20,325.0,General,SUV
1.8,4,M6,X,9.0,6.8,8.0,35,187.0,General,Sedan
3.5,6,AS6,X,16.1,12.3,14.4,20,331.0,Luxury,SUV
4.7,8,A7,Z,17.8,13.2,15.7,18,370.0,Premium,SUV
2.0,4,AV6,X,8.5,6.4,7.6,37,177.0,General,Hatchback
6.0,9,AS7,Z,18.2,11.7,15.3,18,359.0,Premium,Sedan
2.5,4,M6,X,10.7,7.9,9.5,30,222.0,General,Sedan
1.6,4,AM7,X,8.5,6.9,7.8,36,184.0,General,Hatchback
3.0,6,AS8,Z,14.1,9.8,12.4,23,286.0,Sports,Sedan
3.5,6,AS10,X,15.6,13.2,14.5,19,339.0,General,Truck
1.6,4,AM6,X,4.6,5.1,4.8,47,114.0,General,Sedan
5.0,8,AS6,X,16.0,11.3,13.9,20,320.0,General,Truck
3.6,6,A9,E,16.8,10.4,13.9,20,230.0,Premium,Sedan
2.4,4,AV,X,8.7,6.6,7.8,36,180.0,General,Sedan
3.0,6,AS8,Z,16.2,12.1,14.3,20,336.0,Premium,SUV
2.0,4,AS8,Z,11.0,8.0,9.6,29,227.0,Premium,Sedan
2.0,4,AS6,X,10.9,7.6,9.4,30,224.0,General,Sedan
5.0,8,AS10,X,14.7,11.2,13.1,22,308.0,General,Truck
3.0,6,M6,Z,12.0,8.3,10.3,27,237.0,Premium,Hatchback
1.6,4,M6,Z,9.5,7.6,8.6,33,198.0,General,Sedan
2.5,4,AV6,X,6.9,7.8,7.3,39,171.0,General,SUV
1.5,4,M6,Z,8.0,6.2,7.2,39,167.0,General,Sedan
5.3,8,A6,X,15.1,10.4,13.0,22,305.0,Premium,SUV
3.6,6,A8,E,17.1,10.6,14.2,20,234.0,Premium,Sedan
2.7,6,AS10,X,13.1,9.8,11.6,24,272.0,General,Truck
3.0,6,AS8,Z,13.0,9.1,11.2,25,263.0,Premium,Sedan
3.0,6,A7,Z,13.2,9.2,11.4,25,262.0,Premium,Hatchback
3.5,6,AV7,Z,11.1,7.8,9.6,29,225.0,General,Sedan
5.6,8,A5,X,17.9,12.8,15.6,18,359.0,General,Truck
2.4,4,A6,X,11.1,8.3,9.8,29,225.0,Premium,SUV
6.2,8,AS8,Z,19.5,12.0,16.1,18,381.0,General,Sedan
2.0,4,AV6,X,5.5,5.7,5.6,47,130.0,Premium,Hatchback
4.4,8,AS8,Z,14.0,9.6,12.0,24,282.0,Premium,Hatchback
3.7,6,AS7,Z,12.8,8.9,11.0,26,253.0,Premium,Sedan
3.5,6,AS7,Z,11.1,8.1,9.8,29,225.0,Premium,Sedan
3.5,6,AS8,X,11.7,8.6,10.3,27,240.0,General,SUV
2.0,4,AS8,Z,10.2,7.2,8.9,32,208.0,Premium,Hatchback
4.7,8,A9,Z,16.5,12.6,14.7,19,346.0,Premium,SUV
6.2,8,A8,Z,16.1,11.4,14.0,20,322.0,Premium,Truck
6.25,9,AS8,Z,19.6,12.9,16.6,17,388.0,Luxury,Sedan
2.0,4,AS6,X,9.1,6.9,8.1,35,189.0,General,Hatchback
6.2,8,M6,Z,16.7,12.5,14.8,19,340.0,Premium,Sedan
1.4,4,M6,X,8.2,5.8,7.1,40,167.0,General,Hatchback
2.0,4,AM7,Z,10.5,8.0,9.4,30,219.0,Sports,Sedan
2.7,4,AS6,X,11.6,9.2,10.5,27,241.0,General,SUV
2.9,6,AS8,Z,13.3,8.7,11.3,25,262.0,Premium,Hatchback
5.3,8,A6,X,15.6,10.9,13.5,21,317.0,Premium,Truck
2.0,4,AV6,X,8.6,6.8,7.8,36,181.0,General,Hatchback
4.3,6,A6,E,20.0,14.500000000000002,17.8,16,285.0,General,Truck
1.8,4,AM6,X,10.7,8.0,9.4,30,220.0,General,Sedan
2.0,4,AS7,Z,9.9,7.4,8.8,32,202.0,Premium,Hatchback
2.0,4,M5,X,10.0,7.5,8.9,32,208.0,General,Sedan
6.25,9,AM7,Z,21.6,12.7,17.9,16,410.5,Sports,Sedan
1.5,4,M5,X,8.3,6.9,7.7,37,177.0,General,Sedan
2.0,4,A6,Z,10.2,7.5,9.0,31,207.0,General,Hatchback
3.0,6,AS8,Z,15.0,10.3,12.8,22,301.0,Sports,Sedan
3.8,6,M7,Z,13.4,9.3,11.6,24,267.0,Sports,Hatchback
1.4,4,AS6,X,9.0,6.8,8.0,35,188.0,General,Hatchback
1.6,4,AV,X,8.0,7.0,7.5,38,178.0,General,Sedan
2.4,4,AS6,X,11.1,7.4,9.4,30,216.0,Premium,Hatchback
2.0,4,AS8,X,10.4,7.5,9.1,31,213.0,General,SUV
3.6,6,A6,Z,12.4,8.8,10.8,26,248.0,General,Sedan
2.0,4,AS8,Z,10.8,7.6,9.4,30,219.0,Premium,Sedan
2.7,4,A8,X,11.9,10.3,11.1,25,262.0,Premium,Truck
2.0,4,AS5,Z,9.9,6.7,8.5,33,196.0,Luxury,Hatchback
3.6,6,A6,X,14.5,10.0,12.4,23,292.0,Premium,SUV
3.7,6,AS6,E,21.6,14.500000000000002,18.4,13,345.0,General,Truck
1.4,4,AM6,X,10.0,7.2,8.7,32,200.0,General,Sedan
2.5,4,M6,Z,12.3,9.4,11.0,26,257.0,Sports,Sedan
1.5,4,AV,X,7.9,6.3,7.2,39,168.0,General,Sedan
5.3,8,A6,X,15.8,11.1,13.7,21,321.0,General,SUV
2.0,4,AS8,Z,12.0,8.5,10.4,27,244.0,Premium,SUV
3.0,6,AS10,D,11.8,9.3,10.7,26,288.0,General,Truck
3.6,6,A8,X,12.7,9.6,11.3,25,265.0,Premium,SUV
3.5,6,AS7,Z,12.6,9.6,11.3,25,260.0,Premium,SUV
3.5,6,A6,E,17.9,13.0,15.7,18,251.0,General,Truck
1.6,4,M5,X,8.6,6.4,7.6,37,175.0,General,Hatchback
2.5,4,AM7,Z,11.8,9.2,10.6,27,249.0,Sports,Sedan
6.0,8,A6,E,21.6,14.500000000000002,18.4,11,410.5,Premium,Truck
6.2,8,A10,Z,16.6,10.9,14.0,20,329.0,Premium,SUV
3.6,6,AS6,X,13.3,8.9,11.3,25,260.0,Premium,Sedan
4.0,8,A7,Z,14.2,9.7,12.2,23,281.0,Premium,Sedan
1.6,4,AS6,Z,10.1,7.8,9.0,31,207.0,Premium,Hatchback
3.0,6,M6,Z,11.6,7.8,9.9,29,231.0,Premium,Hatchback
2.4,4,AS6,X,9.6,6.5,8.2,34,193.0,Premium,Sedan
2.0,4,M6,Z,11.6,7.5,9.8,29,225.0,Premium,Sedan
2.0,4,AM7,Z,10.5,8.0,9.4,30,219.0,Sports,Sedan
5.3,8,A4,X,18.6,13.9,16.5,17,380.0,General,Truck
2.0,4,M5,X,9.9,7.2,8.7,32,203.0,General,Sedan
1.5,3,AM7,Z,8.3,6.4,7.5,38,174.0,Premium,Hatchback
3.0,6,AM7,Z,10.9,8.4,9.8,29,228.0,Sports,Hatchback
3.5,6,AS6,E,19.2,14.1,16.9,17,270.0,General,SUV
1.5,4,AV7,X,6.6,6.0,6.3,45,145.0,General,Sedan
6.25,9,A5,X,21.6,14.500000000000002,18.4,13,410.5,General,Truck
2.0,4,AM7,Z,10.0,7.0,8.7,32,204.0,Premium,Hatchback
6.0,9,AS7,Z,18.5,11.8,15.5,18,361.0,Premium,Sedan
2.5,4,M6,Z,12.1,9.0,10.7,26,249.0,Sports,Sedan
4.0,8,A9,Z,14.0,8.7,11.6,24,271.0,Premium,Hatchback
2.5,4,AS6,X,10.9,7.5,9.4,30,216.0,General,SUV
3.0,6,A8,Z,11.8,9.9,10.9,26,251.0,Sports,SUV
3.0,6,A10,D,10.5,9.1,9.9,29,265.0,Premium,Truck
3.6,6,AS6,E,18.7,12.4,15.8,18,260.0,Premium,Sedan
1.8,4,M6,X,8.9,6.8,8.0,35,187.0,General,Sedan
2.0,4,AS6,X,11.2,7.9,9.7,29,230.0,General,Sedan
2.0,4,AS7,Z,9.4,6.4,8.1,35,188.0,Premium,Hatchback
3.6,6,A9,X,13.8,9.5,11.9,24,278.0,Premium,SUV
4.4,8,AS8,Z,15.2,9.8,12.8,22,294.0,Premium,Sedan
4.8,8,A6,X,21.3,14.3,18.2,16,410.5,Premium,Truck
1.0,3,AS6,X,8.6,8.1,8.4,34,196.0,General,SUV
2.5,5,AS6,X,11.6,8.2,10.1,28,232.0,Premium,Sedan
3.6,6,AS6,X,13.9,9.3,11.9,24,272.0,General,Sedan
6.25,8,AS8,Z,21.6,14.4,18.4,14,410.5,Luxury,Sedan
5.2,9,AM7,Z,16.7,11.7,14.5,19,337.0,Sports,Sedan
3.0,6,AS7,Z,13.3,10.4,12.0,24,276.0,Premium,SUV
3.0,6,AS7,Z,11.8,8.4,10.2,28,239.0,Premium,Hatchback
2.0,4,A8,X,11.2,8.1,9.8,29,229.0,General,SUV
2.0,4,AS6,X,10.1,7.7,9.0,31,207.0,General,Sedan
1.6,4,AS6,X,9.8,7.8,8.9,32,206.0,General,Sedan
3.5,6,AS6,Z,11.9,7.7,10.0,28,230.0,Luxury,Sedan
2.0,4,AV,X,9.1,6.9,8.1,35,190.0,General,Sedan
3.5,6,AS6,X,14.8,10.4,12.8,22,294.0,Luxury,SUV
2.0,4,A9,Z,10.9,7.7,9.5,30,221.0,Premium,Hatchback
2.5,5,M5,X,11.2,7.3,9.4,30,216.0,General,Sedan
2.0,4,AV,X,7.8,6.0,7.0,40,163.0,General,Hatchback
1.5,4,AV7,X,7.5,5.9,6.8,42,158.0,General,Hatchback
3.5,6,AS6,Z,12.4,8.7,10.7,26,250.0,Luxury,SUV
2.0,4,M6,Z,12.1,7.9,10.2,28,235.0,Premium,Hatchback
1.5,3,M6,Z,10.5,7.4,9.1,31,214.0,Premium,Sedan
3.5,6,AS10,E,21.6,14.500000000000002,18.4,14,328.0,General,Truck
4.4,8,A8,Z,14.4,9.6,12.2,23,281.0,Premium,Hatchback
1.2,4,AV,X,7.7,6.0,6.9,41,159.0,General,Hatchback
3.6,6,A6,X,15.7,10.6,13.4,21,315.0,General,SUV
3.0,6,AS8,Z,12.5,8.6,10.8,26,252.0,Premium,Sedan
3.5,6,AS6,X,15.7,11.2,13.7,21,321.0,General,SUV
5.3,8,A6,X,15.7,11.9,14.0,20,329.0,General,Truck
2.0,4,AS8,Z,9.5,7.4,8.5,33,200.0,Premium,Hatchback
3.6,6,AS6,X,12.8,8.4,10.8,26,248.0,Premium,Hatchback
3.5,6,AS6,X,11.3,7.5,9.6,29,221.0,Premium,Sedan
2.5,4,M6,X,9.2,6.6,8.1,35,186.0,General,Sedan
2.5,4,AS6,X,11.9,8.6,10.4,27,243.0,General,Truck
4.0,6,AS5,X,14.2,11.1,12.8,22,294.0,General,SUV
1.0,3,M5,X,7.6,5.7,6.8,42,158.0,General,Hatchback
2.9,6,AM8,Z,13.1,9.8,11.6,24,273.0,Sports,Sedan
3.5,6,AS8,X,12.7,9.1,11.1,25,255.0,Premium,SUV
2.0,4,AS7,Z,10.2,7.7,9.1,31,209.0,Premium,Hatchback
3.7,6,AS6,X,13.1,9.2,11.3,25,260.0,Luxury,Sedan
2.3,4,AS6,X,11.0,7.4,9.4,30,219.0,General,Hatchback
2.7,6,AM7,Z,10.7,7.4,9.2,31,217.0,Sports,Sedan
5.0,8,AS8,E,21.6,14.500000000000002,18.4,13,342.0,Premium,SUV
3.5,6,AV6,X,7.9,8.6,8.2,34,189.0,General,SUV
2.5,4,AS6,X,11.5,8.9,10.4,27,242.0,General,SUV
1.6,4,AS6,X,8.4,6.2,7.4,38,170.0,General,Hatchback
2.7,6,AS10,X,12.0,9.0,10.6,27,249.0,General,Truck
1.8,4,AV,X,8.9,7.5,8.2,34,194.0,General,Sedan
5.3,8,A10,X,14.3,10.6,12.7,22,298.0,Premium,Truck
5.3,8,A6,E,20.5,14.0,17.6,16,288.0,General,SUV
3.0,6,AS8,Z,12.6,8.0,10.5,27,242.0,Premium,Sedan
2.0,4,A6,E,11.7,8.5,10.3,27,165.0,General,Hatchback
3.0,6,AM7,Z,13.3,9.1,11.4,25,266.0,Premium,Hatchback
4.7,8,M6,Z,18.1,12.3,15.5,18,356.0,Sports,Sedan
3.0,6,AM8,Z,11.3,8.6,10.1,28,235.0,Sports,Sedan
1.8,4,M5,X,9.3,6.9,8.2,34,192.0,General,Hatchback
2.0,4,M5,X,9.5,7.0,8.4,34,197.0,General,Hatchback
3.6,6,A8,X,12.3,7.6,10.2,28,235.0,Premium,Sedan
2.0,4,M5,X,10.4,7.2,9.0,31,207.0,General,Hatchback
5.6,8,AS7,X,15.2,11.1,13.4,21,315.0,General,Truck
3.0,6,AS8,Z,12.9,9.2,11.2,25,258.0,Premium,SUV
2.0,4,AV,X,5.7,6.0,5.8,47,133.0,Luxury,Sedan
5.2,9,AM7,Z,16.4,11.4,14.2,20,331.0,Sports,Sedan
2.0,4,AS8,Z,11.5,8.8,10.3,27,240.0,Premium,SUV
3.4,6,M7,Z,12.5,8.6,10.7,26,246.0,Sports,Hatchback
3.0,6,AS8,Z,13.2,8.9,11.2,25,258.0,Premium,SUV
2.0,4,AS8,Z,10.9,7.7,9.5,30,222.0,General,Hatchback
2.5,4,AS8,X,8.6,6.3,7.6,37,177.0,General,Sedan
3.6,6,AS6,E,17.2,11.6,14.6,19,245.0,General,Sedan
2.0,4,M6,Z,10.3,7.4,9.0,31,210.0,Premium,Hatchback
3.5,6,AS6,Z,13.1,9.8,11.2,25,262.0,Premium,Hatchback
2.0,4,AS6,Z,10.8,8.9,9.9,29,232.0,Premium,SUV
3.3,6,AS6,X,14.0,10.1,12.2,23,289.0,General,SUV
2.0,4,M6,Z,11.4,8.2,9.9,29,232.0,General,Hatchback
2.5,4,AS6,X,8.3,6.1,7.3,39,168.0,General,Hatchback
2.5,4,AV8,X,8.8,6.7,7.9,36,185.0,General,Sedan
2.0,4,A6,Z,11.1,7.9,9.7,29,223.0,General,Hatchback
2.5,4,AV7,X,8.9,6.4,7.8,36,185.0,General,Sedan
4.6,8,AS8,Z,15.1,10.3,12.9,22,297.0,Premium,Sedan
2.0,4,A8,Z,10.5,7.7,9.2,31,217.0,Premium,Sedan
5.3,8,A6,E,21.5,14.500000000000002,18.4,15,294.0,General,SUV
2.4,4,AS6,X,12.2,9.4,10.9,26,251.0,General,SUV
3.6,6,A8,X,14.0,9.9,12.2,23,286.0,General,Truck
5.2,9,AM7,Z,18.0,12.9,15.7,18,370.0,Sports,Sedan
1.8,4,AV,X,7.8,5.9,6.9,41,159.0,General,Sedan
1.5,3,AM7,Z,8.3,6.4,7.5,38,174.0,Premium,Hatchback
2.0,4,AS7,Z,9.8,7.4,8.7,32,203.0,Premium,SUV
2.0,4,AS9,Z,11.0,8.4,9.8,29,231.0,Sports,SUV
1.6,4,M6,X,8.7,6.3,7.6,37,175.0,General,Hatchback
2.0,4,AM7,X,10.7,7.9,9.5,30,221.0,Premium,Hatchback
4.0,8,AS7,Z,13.4,9.6,11.7,24,273.0,Premium,Hatchback
6.2,8,A8,Z,16.1,11.4,14.0,20,322.0,General,Truck
3.3,6,AS6,X,12.1,9.3,10.8,26,254.0,General,Truck
2.0,4,AM7,X,10.3,7.7,9.2,31,213.0,Premium,Hatchback
3.6,6,AM7,Z,12.9,8.4,10.9,26,251.0,Sports,Sedan
1.5,4,AV,X,8.7,7.2,8.0,35,188.0,General,SUV
5.4,8,A4,X,20.6,14.500000000000002,18.3,15,410.5,General,Truck
3.0,6,AS7,D,13.6,10.0,12.0,24,324.0,Premium,SUV
3.6,6,A6,X,14.1,9.7,12.1,23,285.0,General,SUV
3.0,6,M6,Z,13.4,9.6,11.7,24,273.0,Premium,Hatchback
2.5,4,AS6,X,8.8,6.6,7.8,36,183.0,General,Hatchback
2.0,4,AV,X,7.8,5.6,6.8,42,161.0,General,Sedan
6.25,9,AS8,Z,17.7,11.9,15.1,19,355.0,Premium,Sedan
3.4,6,AS10,Z,13.2,8.7,11.1,25,262.0,Premium,Sedan
3.0,6,A9,Z,12.5,9.0,10.9,26,245.0,Premium,Hatchback
5.7,8,AS6,X,17.7,13.6,15.9,18,371.0,General,Truck
2.0,4,AS8,Z,12.0,8.1,10.2,28,235.0,Premium,Sedan
2.5,4,AV6,X,5.8,6.2,6.0,47,138.0,Premium,Sedan
2.0,4,A6,X,8.8,6.4,7.7,37,177.0,General,Hatchback
5.3,8,A6,X,14.9,10.1,12.7,22,292.0,General,SUV
1.6,4,AM7,X,9.9,8.5,9.3,30,221.0,General,SUV
3.0,6,AM7,Z,14.5,10.5,12.7,22,299.0,Premium,Hatchback
5.4,8,A4,E,21.6,14.500000000000002,18.4,13,360.0,General,Truck
2.0,4,AS8,Z,10.5,6.9,8.9,32,209.0,Premium,Sedan
3.0,6,AS8,Z,13.0,9.2,11.3,25,265.0,Sports,Sedan
5.6,8,AS7,Z,15.0,10.2,12.9,22,297.0,Premium,Sedan
2.0,4,M6,Z,10.6,7.3,9.1,31,209.0,Premium,Hatchback
3.6,6,A6,E,17.0,11.2,14.4,20,230.0,Premium,Hatchback
2.0,4,AM7,Z,10.0,7.0,8.7,32,204.0,Premium,Hatchback
2.7,6,AS6,X,12.3,9.2,10.9,26,256.0,General,Truck
1.5,4,M6,Z,8.4,6.2,7.4,38,173.0,General,Sedan
1.6,4,AS6,X,8.3,6.2,7.4,38,173.0,General,Hatchback
5.9,9,A6,Z,18.0,12.6,15.6,18,359.0,Sports,Hatchback
2.0,4,AV10,X,7.5,5.8,6.7,42,157.0,General,Hatchback
2.5,4,AV,X,5.5,5.9,5.7,47,131.0,General,Sedan
4.2,8,A7,Z,15.3,10.9,13.3,21,306.0,Premium,Hatchback
3.5,6,AS9,X,12.4,9.3,11.0,26,256.0,General,SUV
2.7,4,AS6,X,11.6,8.5,10.2,28,235.0,General,SUV
1.8,4,M5,X,9.9,7.2,8.7,32,200.0,General,Hatchback
