engine_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,fuel_consumption_comb_mpg,co2_emissions,make_type,vehicle_class_type
2.0,4,AS6,X,8.4,6.4,7.5,38,174.0,General,Sedan
5.3,8,A6,X,16.0,11.1,13.8,20,317.0,General,SUV
2.0,4,AV,X,9.8,9.0,9.4,30,220.0,General,Truck
5.0,8,AS10,E,20.3,14.0,17.5,16,290.0,General,Truck
2.4,4,AS6,X,9.6,6.5,8.2,34,189.0,Premium,Sedan
2.5,4,A6,X,12.7,9.8,11.4,25,267.0,Premium,Truck
2.0,4,M6,X,9.3,6.7,8.1,35,189.0,General,Hatchback
2.0,4,A9,Z,9.5,7.2,8.5,33,200.0,Premium,Sedan
1.6,4,M6,Z,9.1,6.7,8.0,35,184.0,Premium,Hatchback
2.4,4,AV,X,9.5,7.5,8.6,33,202.0,General,SUV
5.5,8,AS7,Z,15.1,10.8,13.1,22,308.0,Premium,Hatchback
2.4,4,A9,X,10.2,6.4,8.5,33,196.0,Premium,Sedan
2.0,4,AV8,Z,9.9,7.6,8.9,32,212.0,Premium,Hatchback
3.6,6,AS6,X,12.5,8.3,10.6,27,249.0,General,Sedan
3.0,6,AS8,Z,11.4,8.3,10.0,28,233.0,Premium,Hatchback
4.0,8,A9,Z,14.1,8.9,11.8,24,275.0,Premium,Sedan
2.3,4,AS6,X,11.0,7.4,9.4,30,216.0,General,Hatchback
3.8,8,AS8,Z,16.2,11.0,14.0,20,322.0,Sports,Sedan
3.0,6,AS8,Z,10.6,7.9,9.4,30,216.0,Premium,Sedan
3.0,6,AS8,Z,11.1,7.8,9.6,29,224.0,Premium,Hatchback
5.3,8,A6,X,15.4,10.8,13.3,21,306.0,General,SUV
3.0,6,AM7,Z,14.2,9.6,12.1,23,282.0,Premium,Hatchback
1.8,4,AS6,X,9.7,6.6,8.3,34,191.0,General,Sedan
3.6,6,A8,X,14.6,10.1,12.6,22,290.0,General,Truck
2.4,4,A9,X,10.9,7.7,9.5,30,218.0,Premium,SUV
6.0,9,A8,Z,17.6,11.4,14.8,19,340.0,Sports,Hatchback
3.0,6,AS8,Z,13.0,9.9,11.6,24,272.0,Premium,SUV
3.0,6,AM7,Z,13.3,9.1,11.4,25,266.0,Premium,Hatchback
4.8,8,A8,Z,16.9,11.2,14.3,20,336.0,Sports,SUV
1.5,3,AS6,Z,9.5,7.2,8.4,34,197.0,Premium,Sedan
3.5,6,AS8,Z,12.3,8.5,10.6,27,246.0,Premium,Hatchback
2.0,4,M6,Z,11.0,8.3,9.8,29,229.0,Sports,Sedan
2.5,4,AS6,X,8.8,6.1,7.6,37,178.0,General,Sedan
2.0,4,AS8,X,10.7,7.8,9.4,30,219.0,Premium,Sedan
3.5,6,AS6,X,14.2,10.4,12.5,23,288.0,General,Truck
3.5,6,AS6,E,18.6,13.0,16.1,18,258.0,General,SUV
3.0,6,AS8,Z,11.2,8.1,9.8,29,231.0,Premium,Sedan
1.6,4,A6,X,9.9,7.5,8.8,32,202.0,General,Hatchback
2.7,4,M5,X,11.3,9.5,10.5,27,242.0,General,Truck
2.0,4,AS8,Z,12.1,8.9,10.7,26,250.0,Premium,SUV
5.0,8,AS8,Z,17.2,10.5,14.2,20,332.0,Luxury,Sedan
6.0,9,AS7,Z,21.6,14.500000000000002,18.4,14,410.5,Premium,SUV
2.5,4,AV,X,8.8,6.0,7.5,38,176.0,General,Sedan
3.0,6,A9,Z,11.5,8.6,10.2,28,239.0,Premium,Sedan
3.5,6,AS6,X,14.9,10.7,13.0,22,299.0,General,SUV
6.25,9,AM7,Z,21.6,12.7,17.9,16,410.5,Sports,Sedan
5.3,8,A8,X,15.2,10.7,13.1,22,309.0,General,Truck
2.7,6,AS8,X,12.6,9.2,11.0,26,259.0,Luxury,SUV
2.0,4,M6,X,9.8,7.4,8.7,32,207.0,General,Sedan
1.8,4,AS6,X,10.5,6.8,8.8,32,202.0,General,Sedan
3.6,6,A8,E,16.8,10.3,13.9,20,229.0,Premium,Sedan
2.0,4,M6,Z,11.3,7.8,9.7,29,228.0,Premium,Sedan
5.3,8,A6,X,14.6,10.4,12.7,22,298.0,General,Truck
1.8,4,AV7,X,8.3,6.5,7.5,38,176.0,General,Sedan
2.0,4,M6,Z,10.7,6.9,9.0,31,207.0,Premium,Hatchback
2.0,4,M5,X,10.2,7.7,9.1,31,209.0,General,SUV
4.7,8,AM7,Z,17.4,11.3,14.7,19,343.0,Sports,Sedan
2.0,4,M6,Z,12.8,8.5,10.9,26,255.0,Luxury,Hatchback
1.6,4,AS6,Z,8.5,6.5,7.6,37,175.0,Premium,Sedan
2.0,4,A6,X,9.9,7.0,8.6,33,201.0,Premium,Sedan
2.5,4,AV7,X,9.4,7.3,8.5,33,198.0,General,SUV
3.5,6,AV,X,12.3,9.3,11.0,26,253.0,General,SUV
2.4,4,A6,X,12.9,8.1,10.7,26,246.0,Premium,Hatchback
2.0,4,M5,X,9.5,7.0,8.4,34,193.0,General,Sedan
3.0,6,AS10,Z,13.3,9.3,11.5,25,268.0,Premium,Sedan
5.3,8,A8,X,15.3,11.2,13.5,21,316.0,Premium,Truck
1.4,4,AS6,X,8.9,7.5,8.3,34,194.0,Premium,SUV
2.5,4,AV,X,5.7,6.1,5.9,47,136.0,General,Sedan
5.0,8,AS10,E,20.4,14.0,17.5,16,291.0,General,Truck
3.0,6,AM7,Z,10.6,8.0,9.4,30,221.0,Sports,Hatchback
3.6,6,A9,X,12.4,7.5,10.2,28,239.0,Premium,Sedan
3.6,6,A5,E,18.9,12.7,16.1,18,268.0,Premium,Sedan
4.6,8,AS8,Z,15.2,10.2,12.9,22,303.0,Premium,Sedan
1.8,4,AM6,X,10.0,7.1,8.7,32,204.0,Premium,Hatchback
1.0,3,AM5,Z,6.9,5.7,6.4,44,147.0,Premium,Sedan
1.8,4,AS6,X,9.6,7.0,8.4,34,196.0,General,Hatchback
1.8,4,M6,X,9.4,6.6,8.1,35,186.0,General,Sedan
3.5,6,AS6,X,14.7,10.2,12.7,22,298.0,General,SUV
4.3,6,A6,X,13.4,9.9,11.9,24,274.0,General,Truck
4.4,8,AS8,Z,14.5,9.9,12.4,23,290.0,Premium,Sedan
2.0,4,M6,X,10.5,7.7,9.2,31,217.0,General,Sedan
1.4,4,M5,X,7.9,6.3,7.2,39,166.0,General,Hatchback
3.6,6,A8,X,12.8,9.5,11.3,25,265.0,Premium,SUV
2.4,4,A9,E,15.9,11.0,13.7,21,226.0,Premium,SUV
5.3,8,A6,X,15.0,10.7,13.1,22,306.0,General,Truck
4.0,6,M6,X,14.5,11.3,13.1,22,301.0,General,Truck
3.0,6,AM7,Z,11.8,9.2,10.6,27,249.0,Sports,Hatchback
4.6,8,A4,X,17.7,14.4,16.2,17,373.0,General,Truck
2.0,4,AS8,Z,11.5,8.2,10.0,28,234.0,General,Sedan
6.25,9,AS8,Z,20.9,12.7,17.2,16,396.0,Luxury,Hatchback
4.3,6,A6,E,20.3,14.500000000000002,18.1,16,301.0,General,Truck
3.2,6,A9,X,12.5,9.1,11.0,26,253.0,Premium,SUV
2.0,4,AS6,Z,12.6,8.5,10.8,26,248.0,Premium,Sedan
5.3,8,A6,E,19.8,13.9,17.2,16,285.0,General,SUV
5.0,8,AS6,X,15.5,10.6,13.3,21,306.0,General,Truck
2.5,4,AS8,X,9.3,6.8,8.2,34,190.0,General,Sedan
4.7,8,AS7,Z,13.8,9.5,11.9,24,274.0,Premium,Sedan
4.0,8,A9,Z,15.8,9.8,13.1,22,306.0,Premium,Hatchback
3.0,6,AS8,Z,14.0,9.0,11.8,24,276.0,Sports,Sedan
1.4,4,AS6,X,9.5,7.2,8.5,33,196.0,Premium,SUV
1.2,3,AV,X,9.0,7.7,8.4,34,198.0,Premium,SUV
3.0,6,AS8,Z,11.1,7.5,9.5,30,223.0,Premium,Hatchback
2.4,4,M5,X,10.6,8.7,9.8,29,230.0,Premium,SUV
2.0,4,M6,Z,10.2,7.3,8.9,32,210.0,Premium,Hatchback
4.4,8,AS8,Z,14.7,9.7,12.5,23,292.0,Premium,Sedan
2.5,4,AV,X,9.1,7.1,8.2,34,194.0,General,SUV
1.6,4,AS6,X,8.7,6.4,7.6,37,175.0,General,Hatchback
2.5,4,AS6,E,16.8,12.1,14.7,19,242.0,General,Truck
3.0,6,AM8,Z,12.4,8.7,10.7,26,250.0,Sports,Sedan
2.0,4,AS9,Z,12.6,9.7,11.3,25,266.0,Premium,SUV
2.0,4,AS6,X,8.2,6.7,7.6,37,179.0,General,Hatchback
5.5,8,AS7,Z,20.0,14.500000000000002,18.4,15,410.5,Premium,SUV
3.0,6,AM7,Z,11.8,9.2,10.6,27,248.0,Sports,Hatchback
2.0,4,AS6,X,9.4,7.1,8.4,34,200.0,General,Sedan
1.5,4,AS6,X,9.4,6.3,8.0,35,184.0,General,Sedan
6.0,8,A6,E,21.6,14.500000000000002,18.4,11,410.5,Premium,Truck
2.4,4,AS6,X,9.8,6.9,8.5,33,202.0,General,Sedan
2.0,4,AS8,Z,11.0,7.6,9.5,30,221.0,Premium,Sedan
1.6,4,AS6,Z,10.1,7.8,9.0,31,207.0,Premium,Hatchback
3.0,6,AS8,Z,11.9,8.4,10.3,27,241.0,Premium,Sedan
3.5,6,AS6,Z,12.7,9.1,11.1,25,255.0,Luxury,SUV
2.0,4,AS6,Z,9.2,7.0,8.2,34,189.0,Premium,Hatchback
3.8,6,AS8,X,14.3,9.5,12.1,23,286.0,Luxury,Sedan
2.0,4,AS8,Z,10.6,7.2,9.1,31,209.0,Premium,Sedan
3.0,6,M6,Z,14.9,9.8,12.6,22,296.0,Sports,Sedan
3.5,6,AS6,X,14.4,10.2,12.5,23,290.0,General,SUV
5.7,8,A5,X,15.8,9.2,12.8,22,294.0,Premium,Sedan
6.0,9,A8,Z,16.7,10.9,14.1,20,332.0,Sports,Hatchback
4.3,6,A6,X,15.7,12.0,14.1,20,331.0,Premium,Truck
0.9,3,AM6,Z,7.5,6.1,6.9,41,157.0,Premium,Sedan
2.7,4,M5,X,11.3,8.9,10.2,28,235.0,General,Truck
1.6,4,A6,D,8.5,6.1,7.4,38,199.0,Premium,SUV
2.0,4,A8,X,11.5,10.9,11.2,25,263.0,Premium,SUV
2.0,4,AM7,Z,9.4,6.8,8.3,34,192.0,Premium,Sedan
6.2,8,A10,Z,16.8,13.3,15.2,19,357.0,General,Truck
1.4,4,M6,X,8.5,6.2,7.5,38,172.0,General,Sedan
4.6,8,AS6,X,16.8,13.1,14.9,19,354.0,General,Truck
2.0,4,M6,Z,11.3,7.8,9.7,29,228.0,Premium,Sedan
2.5,4,AV7,X,9.4,7.3,8.5,33,198.0,General,SUV
3.6,6,AS5,X,14.7,11.1,13.1,22,301.0,General,SUV
6.25,8,A8,Z,15.7,9.5,12.9,22,302.0,Premium,Sedan
2.4,4,A6,X,11.4,8.7,10.2,28,235.0,Premium,SUV
3.5,6,AS9,Z,12.7,9.1,11.1,25,254.0,Luxury,SUV
2.3,4,AS6,X,13.1,9.4,11.4,25,268.0,Luxury,SUV
1.4,4,AS6,X,9.3,7.2,8.3,34,194.0,Premium,SUV
1.6,4,AM6,X,5.1,5.8,5.4,47,129.0,General,Sedan
3.5,6,A6,X,12.3,8.5,10.6,27,244.0,General,SUV
2.0,4,AM6,Z,10.3,8.2,9.4,30,216.0,General,Hatchback
2.0,4,AS8,Z,10.9,7.5,9.4,30,219.0,Premium,Hatchback
2.0,4,AS8,X,10.3,7.6,9.1,31,213.0,Premium,SUV
3.5,6,A5,X,13.3,9.3,11.5,25,265.0,General,SUV
4.0,8,A7,Z,13.4,9.6,11.7,24,274.0,Premium,Hatchback
2.0,4,AV8,X,8.8,7.4,8.2,34,192.0,General,Sedan
3.3,6,AS6,X,14.2,10.5,12.5,23,296.0,General,SUV
1.8,4,AS7,Z,10.3,7.2,8.9,32,205.0,Premium,Sedan
3.0,6,AS7,Z,12.3,8.7,10.7,26,251.0,Premium,Hatchback
1.6,4,M6,X,8.7,6.4,7.7,37,177.0,General,Hatchback
5.7,8,A8,X,15.7,11.0,13.6,21,319.0,General,Truck
3.3,6,AS6,X,13.2,9.7,11.6,24,275.0,General,SUV
6.25,9,AM7,Z,21.6,14.500000000000002,18.4,13,410.5,Sports,Sedan
2.5,4,AS8,X,8.5,6.1,7.4,38,173.0,General,Sedan
3.0,6,AS6,X,13.2,9.5,11.5,25,264.0,Premium,Sedan
3.6,6,A9,X,13.7,9.5,11.8,24,277.0,General,SUV
3.0,6,AS8,Z,11.6,7.9,9.9,29,232.0,Premium,Sedan
6.25,8,A8,Z,15.8,9.6,13.0,22,304.0,Premium,Sedan
4.4,8,AS8,Z,15.4,11.2,13.5,21,317.0,Premium,SUV
5.0,8,M6,X,16.1,9.9,13.3,21,311.0,General,Hatchback
2.4,4,AS6,X,11.3,7.4,9.6,29,224.0,Premium,Hatchback
3.7,6,AS6,X,15.0,11.4,13.4,21,308.0,General,Truck
5.3,8,A4,E,21.6,14.500000000000002,18.4,14,334.0,General,Truck
1.8,4,AS6,X,9.6,6.7,8.3,34,191.0,General,Sedan
1.8,4,AV,X,4.5,4.9,4.7,47,109.0,General,Sedan
5.7,8,AS6,X,17.2,12.9,15.3,18,358.0,General,Truck
3.7,6,AS7,Z,12.4,8.7,10.7,26,246.0,Premium,Hatchback
3.0,6,AS8,Z,15.0,10.0,12.6,22,295.0,Sports,Sedan
6.25,9,AS8,Z,17.8,10.8,14.6,19,344.0,Premium,Sedan
4.4,8,AS8,Z,16.0,11.0,13.8,20,322.0,Premium,Hatchback
3.5,6,AS7,Z,11.9,8.2,10.2,28,240.0,Premium,Sedan
2.0,4,AS6,X,11.7,8.6,10.3,27,245.0,General,SUV
3.0,6,AS8,D,9.8,6.5,8.4,34,224.0,Premium,Sedan
4.4,8,AM7,Z,17.3,11.5,14.7,19,344.0,Premium,Sedan
3.3,6,AS8,X,12.7,9.9,11.5,25,271.0,General,SUV
4.4,8,AS8,Z,14.7,9.6,12.4,23,292.0,Premium,Hatchback
3.5,6,AV6,X,8.0,8.6,8.3,34,191.0,General,SUV
4.4,8,A8,Z,16.4,11.3,14.1,20,324.0,Premium,SUV
2.4,4,A9,X,11.2,8.2,9.8,29,230.0,Premium,SUV
3.5,6,AS6,X,14.8,10.7,13.0,22,305.0,General,SUV
5.5,8,AS7,Z,15.7,10.1,13.2,21,304.0,Premium,Hatchback
2.0,4,AS8,Z,10.8,7.6,9.4,30,220.0,General,Hatchback
3.2,6,AS6,X,12.9,9.3,11.3,25,260.0,Premium,SUV
2.1,4,AS7,D,8.6,5.9,7.4,38,200.0,Premium,Sedan
1.5,3,AS6,Z,9.5,7.2,8.4,34,197.0,Premium,Sedan
4.7,8,AS7,Z,17.1,12.8,15.2,19,350.0,Premium,SUV
1.4,4,AS6,X,8.5,6.9,7.8,36,182.0,Premium,SUV
2.0,4,AS8,Z,10.3,7.7,9.1,31,213.0,Premium,SUV
1.5,4,AV,X,7.7,6.0,6.9,41,162.0,General,Sedan
4.0,8,AS7,Z,14.0,10.1,12.2,23,291.0,Premium,Hatchback
4.0,8,A9,Z,18.1,14.500000000000002,17.0,17,396.0,Premium,SUV
3.7,6,AS6,X,13.1,9.0,11.3,25,260.0,Luxury,Sedan
4.7,8,AS7,Z,16.3,11.8,14.2,20,327.0,Premium,SUV
6.2,8,A8,Z,16.4,11.7,14.3,20,334.0,Premium,SUV
1.0,3,AM5,Z,6.8,6.2,6.5,43,150.0,Premium,Sedan
2.0,4,AV6,X,9.6,7.6,8.7,32,200.0,General,SUV
3.7,6,M6,Z,13.6,9.7,11.8,24,279.0,General,Sedan
4.4,8,M6,Z,16.2,10.9,13.8,20,317.0,Premium,Hatchback
3.5,6,AS6,X,13.7,9.6,11.8,24,271.0,General,SUV
1.5,4,M6,X,8.1,6.6,7.4,38,174.0,General,Sedan
2.0,4,AS8,Z,11.2,8.3,9.9,29,232.0,Premium,SUV
6.25,8,M6,Z,16.7,10.4,13.9,20,325.0,Premium,Sedan
3.5,6,AS7,Z,11.5,8.1,10.0,28,230.0,Premium,Hatchback
1.6,4,AS6,X,8.5,6.3,7.6,37,175.0,General,Hatchback
5.3,8,A6,X,16.0,11.1,13.8,20,317.0,General,SUV
3.2,6,A9,X,12.8,9.0,11.1,25,259.0,Premium,SUV
1.4,4,AS6,X,9.9,7.8,8.9,32,210.0,Premium,SUV
2.0,4,AM7,Z,10.3,7.9,9.2,31,217.0,Premium,Hatchback
5.3,8,A6,E,20.2,13.6,17.2,16,275.0,Premium,SUV
2.5,4,M5,Z,12.6,9.5,11.2,25,258.0,General,Sedan
1.6,4,AS6,X,8.5,6.4,7.5,38,177.0,General,Hatchback
3.0,6,AS8,E,19.4,14.500000000000002,17.4,16,278.0,Premium,SUV
4.7,8,A9,Z,13.9,9.3,11.8,24,276.0,Premium,Hatchback
6.25,9,M6,Z,19.4,11.3,15.8,18,363.0,Premium,Sedan
5.3,8,A8,X,13.4,10.0,11.8,24,278.0,Premium,Truck
1.5,4,AV,X,5.3,5.0,5.2,47,120.0,General,Hatchback
1.6,4,M6,Z,9.1,6.8,8.1,35,186.0,Premium,Sedan
3.0,6,AS8,Z,14.5,10.0,12.4,23,293.0,Sports,Sedan
6.0,8,A6,X,21.6,14.500000000000002,18.4,15,410.5,Premium,Truck
2.5,4,AS6,X,12.3,8.8,10.7,26,251.0,General,Truck
3.0,6,AS8,Z,16.2,12.1,14.3,20,329.0,Premium,SUV
2.4,4,AS6,X,9.4,6.5,8.1,35,191.0,General,Sedan
4.0,8,A7,Z,13.4,9.6,11.7,24,274.0,Premium,Hatchback
2.0,4,AS9,Z,10.9,8.0,9.6,29,225.0,Premium,SUV
1.0,3,AS6,X,8.6,8.1,8.4,34,195.0,General,SUV
1.4,4,M6,X,8.4,5.6,7.1,40,167.0,General,Sedan
1.6,4,AM7,X,8.9,7.0,8.1,35,189.0,General,Sedan
4.0,6,AS5,X,14.3,11.9,13.2,21,308.0,General,SUV
2.0,4,AS9,Z,11.3,7.9,9.7,29,223.0,Premium,SUV
5.3,8,A8,X,15.6,11.6,13.8,20,324.0,General,Truck
6.25,8,A8,Z,15.7,9.5,12.9,22,297.0,Premium,Sedan
5.3,8,A6,X,15.7,10.5,13.4,21,314.0,General,SUV
3.5,6,AS6,X,12.6,9.1,11.0,26,253.0,General,SUV
3.6,6,AS10,X,13.0,8.8,11.1,25,261.0,Premium,Sedan
3.0,6,A8,Z,12.6,9.1,11.0,26,253.0,Premium,SUV
5.0,8,AV8,Z,12.7,10.1,11.5,25,268.0,Premium,Sedan
2.0,4,AS6,Z,9.9,7.3,8.7,32,204.0,General,Hatchback
2.4,4,M6,X,10.8,7.6,9.4,30,221.0,Premium,SUV
3.0,6,AS8,Z,14.7,9.9,12.6,22,295.0,Sports,Sedan
3.5,6,AS10,X,16.7,12.8,15.0,19,352.0,General,Truck
6.2,8,AS8,Z,15.2,8.9,12.4,23,290.0,General,Sedan
1.2,3,AV,X,6.4,5.5,6.0,47,141.0,General,Hatchback
2.0,4,M5,X,10.1,7.5,8.9,32,209.0,General,Sedan
2.0,4,AS6,Z,9.1,6.8,8.0,35,188.0,General,Sedan
2.0,4,AS6,Z,13.5,9.9,11.9,24,274.0,Premium,SUV
3.7,6,A6,X,14.7,10.3,12.7,22,297.0,Luxury,Truck
2.0,4,AS7,Z,11.3,8.5,10.0,28,233.0,Premium,SUV
2.0,4,AS8,Z,10.0,7.2,8.7,32,205.0,Premium,Sedan
5.3,8,A6,X,16.6,13.0,15.0,19,350.0,General,Truck
3.7,6,A6,X,14.7,10.2,12.7,22,298.0,Luxury,Truck
2.0,4,AS6,X,10.6,8.0,9.5,30,222.0,General,SUV
3.0,6,AM7,Z,14.1,9.6,12.1,23,283.0,Premium,Hatchback
6.25,8,A8,Z,15.6,9.6,12.9,22,302.0,Premium,Sedan
3.0,6,AS8,Z,10.3,8.0,9.3,30,216.0,Premium,Sedan
3.6,6,A8,X,12.8,10.4,11.8,24,274.0,Premium,SUV
1.5,4,A6,X,8.8,6.5,7.8,36,182.0,General,Sedan
1.6,4,M6,Z,9.1,7.3,8.3,34,195.0,General,Sedan
1.5,4,AS6,X,7.2,5.6,6.4,44,151.0,General,Hatchback
3.0,6,M6,Z,11.9,8.3,10.3,27,241.0,Premium,Hatchback
2.4,4,A6,X,11.5,8.2,10.0,28,230.0,Premium,SUV
2.7,6,M6,Z,11.5,7.9,9.9,29,228.0,Sports,Sedan
2.4,4,M6,X,12.9,9.2,11.3,25,260.0,General,SUV
1.5,4,M6,X,7.8,6.0,6.8,42,164.0,General,Hatchback
3.0,6,A9,Z,12.0,9.2,10.8,26,251.0,Premium,Hatchback
4.0,8,AM7,Z,14.0,8.7,11.7,24,269.0,Premium,Sedan
5.3,8,A6,X,16.8,11.3,14.4,20,337.0,Premium,SUV
2.0,4,AS6,X,9.5,7.8,8.7,32,206.0,General,Sedan
4.8,8,AM7,Z,15.4,9.8,12.9,22,303.0,Sports,Sedan
4.4,8,AM7,Z,17.2,11.6,14.7,19,343.0,Premium,Hatchback
2.0,4,M5,E,11.9,8.9,10.6,27,170.0,General,Hatchback
1.6,4,M6,X,9.4,6.4,8.1,35,186.0,General,Sedan
2.4,4,A6,X,9.8,7.0,8.5,33,196.0,General,Sedan
2.5,4,AS6,X,8.9,6.7,7.9,36,186.0,General,Sedan
2.0,4,AS9,Z,11.2,8.2,9.8,29,231.0,Premium,SUV
3.6,6,A5,X,14.8,11.7,13.4,21,308.0,Premium,SUV
4.4,8,AS8,Z,15.3,11.1,13.4,21,314.0,Premium,SUV
2.4,4,A9,X,10.8,7.8,9.5,30,222.0,Premium,SUV
2.0,4,AS8,Z,11.4,8.1,9.9,29,232.0,Premium,Sedan
2.0,4,AM7,X,10.3,7.7,9.2,31,213.0,Premium,Sedan
1.6,4,AS6,Z,8.6,6.5,7.7,37,177.0,Premium,Hatchback
2.4,4,A6,E,15.6,10.8,13.4,21,221.0,Premium,SUV
2.5,4,AV6,X,9.3,7.0,8.3,34,194.0,General,Sedan
2.0,4,AV10,X,7.7,6.1,7.0,40,164.0,General,Hatchback
2.0,4,AS6,X,11.5,7.8,9.8,29,225.0,General,SUV
2.5,4,AS6,X,9.6,7.4,8.6,33,198.0,General,SUV
2.0,4,AV8,Z,12.9,9.7,11.5,25,263.0,General,Hatchback
2.0,4,M5,X,10.3,7.8,9.2,31,214.0,Premium,SUV
2.4,4,AS6,X,10.0,7.2,8.7,32,207.0,General,Sedan
1.8,4,M5,X,9.0,6.8,8.0,35,187.0,General,Hatchback
2.7,4,A8,X,11.9,10.3,11.1,25,261.0,General,Truck
3.5,6,AV6,Z,7.5,8.4,7.9,36,185.0,Premium,SUV
2.0,4,AS6,X,11.2,7.6,9.8,29,230.0,Luxury,Sedan
1.8,4,A6,X,9.6,6.6,8.3,34,191.0,General,Sedan
3.0,6,A9,Z,12.3,9.4,11.0,26,256.0,Premium,Hatchback
2.4,4,AS6,X,10.4,8.0,9.3,30,220.0,General,SUV
3.0,6,A8,Z,10.5,7.9,9.3,30,214.0,Premium,Sedan
2.4,4,AS6,X,11.3,7.6,9.7,29,226.0,Premium,Hatchback
2.0,4,AV,X,10.7,8.8,9.9,29,228.0,Premium,SUV
2.9,6,AM8,Z,12.9,8.9,11.1,25,260.0,Premium,Hatchback
2.0,4,AS6,X,9.6,7.3,8.6,33,203.0,General,Hatchback
2.0,4,M6,Z,11.9,8.0,10.1,28,236.0,General,Hatchback
2.4,4,M5,X,10.6,8.6,9.7,29,223.0,Premium,SUV
2.0,4,AV,X,9.8,9.0,9.4,30,220.0,General,Truck
2.0,4,AM7,Z,10.6,8.3,9.6,29,223.0,Premium,Hatchback
3.5,6,AV6,X,8.4,8.3,8.4,34,195.0,General,SUV
2.0,4,AV,X,5.7,6.2,5.9,47,139.0,Luxury,Sedan
3.7,6,AS7,Z,13.1,9.6,11.5,25,270.0,General,Sedan
2.0,4,AS8,Z,10.8,6.7,8.9,32,211.0,Premium,Hatchback
3.3,6,A6,X,12.9,9.5,11.4,25,262.0,General,SUV
3.0,6,AM7,Z,10.8,8.3,9.7,29,226.0,Sports,Hatchback
2.1,4,AS7,D,8.5,5.7,7.2,39,194.0,Premium,Sedan
1.4,4,AS6,X,9.1,6.3,7.8,36,179.0,General,Sedan
3.0,6,AS8,Z,11.1,7.5,9.5,30,223.0,Premium,Hatchback
2.0,4,AS8,Z,10.5,7.4,9.1,31,213.0,Premium,Sedan
2.0,4,AS6,X,9.7,6.7,8.3,34,191.0,General,Sedan
2.0,4,M6,X,9.8,7.3,8.7,32,205.0,General,Sedan
3.5,6,AS6,X,16.4,12.1,14.4,20,338.0,General,SUV
1.6,4,AS6,X,8.8,6.5,7.8,36,181.0,General,Hatchback
3.6,6,AS8,Z,15.0,9.9,12.7,22,299.0,Premium,Sedan
3.6,6,A6,X,15.8,10.6,13.4,21,315.0,Premium,SUV
4.0,8,A8,Z,13.0,9.8,11.5,25,271.0,Sports,Hatchback
4.2,8,AS10,Z,17.3,9.5,13.8,20,324.0,Premium,Sedan
4.8,8,A8,Z,16.7,11.5,14.4,20,338.0,Sports,SUV
2.4,4,M6,X,10.4,7.3,9.0,31,211.0,Premium,SUV
3.6,6,A8,X,13.9,9.6,11.9,24,280.0,General,Truck
2.0,4,AS8,Z,10.7,7.7,9.4,30,220.0,Sports,Hatchback
1.6,4,AM6,X,8.3,6.7,7.6,37,180.0,General,Hatchback
2.4,4,A6,X,11.2,8.6,10.0,28,230.0,Premium,SUV
2.0,4,AV7,X,8.7,7.5,8.2,34,189.0,General,Hatchback
3.6,6,AS6,X,13.1,9.0,11.3,25,260.0,Premium,Sedan
3.0,6,AM7,Z,13.4,8.8,11.4,25,262.0,Sports,Sedan
2.0,4,AS8,D,9.2,7.8,8.5,33,229.0,Premium,SUV
4.7,8,M6,Z,18.1,12.3,15.5,18,362.0,Sports,Sedan
1.8,4,M6,X,11.1,7.8,9.6,29,225.0,General,Sedan
2.0,4,AS6,X,11.8,8.2,10.2,28,238.0,General,Sedan
2.0,4,M6,Z,8.9,7.1,8.1,35,190.0,General,Sedan
5.6,8,AS7,X,17.5,12.9,15.4,18,362.0,General,SUV
2.0,4,AM6,E,11.9,8.3,10.3,27,170.0,General,Hatchback
1.5,4,AV,X,7.0,5.9,6.5,43,151.0,General,Sedan
4.0,8,A7,Z,18.2,14.500000000000002,17.5,16,410.0,Premium,SUV
2.0,4,M6,X,9.7,7.7,8.8,32,206.0,General,SUV
1.6,4,M6,Z,9.5,7.7,8.7,32,200.0,Premium,Hatchback
2.5,4,M6,X,9.8,6.9,8.4,34,196.0,General,Sedan
4.7,8,AS7,Z,17.5,13.1,15.5,18,365.0,Premium,SUV
3.0,6,AS6,X,13.0,9.0,11.2,25,259.0,Premium,Hatchback
3.0,6,M6,Z,12.3,8.4,10.5,27,247.0,Premium,Hatchback
2.0,4,AV,X,6.2,6.4,6.3,45,145.0,Luxury,Sedan
3.5,6,AS5,Z,12.1,8.3,10.4,27,239.0,Luxury,Hatchback
5.3,8,A6,E,21.6,14.500000000000002,18.4,15,321.0,Premium,SUV
2.7,4,AS6,X,11.7,9.5,10.7,26,246.0,General,SUV
3.8,8,AS8,Z,17.6,10.7,14.5,19,334.0,Sports,Sedan
5.3,8,A6,X,14.9,10.1,12.7,22,292.0,Premium,SUV
2.4,4,A9,X,10.9,7.7,9.5,30,218.0,Premium,SUV
3.5,6,AV,Z,12.3,9.1,10.9,26,251.0,General,Sedan
2.4,4,M5,X,10.3,8.4,9.4,30,216.0,Premium,SUV
3.5,6,AS9,X,12.4,9.3,11.0,26,257.0,General,SUV
3.6,6,A6,X,13.0,9.3,11.3,25,265.0,Premium,SUV
